IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;PENDIENTE;MONTO;OBSERVA
537.648,00;NVV;0000427432;79840820-8;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.490,00;1,00;1.159.200,00;22/01/2026;004;SI;FALSO;00005;03/02/2026;004;006;;PCA953TEXDEL6;GL;;1.726.944,00;;320,00;0,00;0,00;BD;80,00;0,00;0,00;01400805300-1020;SE DEBE FABRICAR Y ENTREGAR TEXDUR NORMAL - EN ZATO Y GUÍAS DE DESPACHO, FAVOR INDICAR ELASTOMÉRICO. LUGAR DE ENTREGA: DESPACHAR EN AV. SORVICENTA NO 2780, LOS ANGELES. VIII REGION.C - CONJUNTO VILLA TRES VIENTOS XI-XIIA-XIII;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;TEXDUR ELASTOMERICO 4 GALONES.;0004;003;;;0,00;0,00;VERDADERO;PCA953TEXDEL6;80,00;1159200;
535.418,00;NVV;CON0000229;83719300-1;;007;08/01/2026;08/01/2026;$;N;;12/11/1926;;2.500,00;1,00;2.500,00;08/01/2026;HUD;SI;FALSO;00003;08/01/2026;007;014;36;PCA912IMPTEX1;GL;;1.719.836,00;;1,00;0,00;0,00;GL;1,00;0,00;0,00;SIN CARGO;OBRA EDIFICIO QUINTA BERNA      ENVIAR SOLO TEXTURAS ,IMPRIMANTE  SE SACARA DEL STOCK DE TIENDA CONCEPCION;CONSTRUCCIONES ECOMAC S.A;;Manuel Antonio Matta 221;LA SERENA;FPN;IMPRIMANTE BLANCO  GL.;0005;003;01;;12,00;12,00;FALSO;PCA912IMPTEX1;1,00;2500;
537.644,00;NVV;CON0000261;83719300-1;;007;22/01/2026;03/02/2026;$;N;;03/02/2026;;10.500,00;1,00;756.000,00;22/01/2026;HUD;SI;FALSO;00001;03/02/2026;007;014;36;PCA824PASTA06;GL;;1.726.935,00;;288,00;0,00;0,00;BD;72,00;0,00;0,00;E009-QBA-1956;DESPACHAR A AVENIDA SOR VICENTA 2783 LOS ANGELES    OC E009-QBA-1956  FECHA :15-01-2026;CONSTRUCCIONES ECOMAC S.A;;Manuel Antonio Matta 221;LA SERENA;FPN;PASTA MURO 4 GALONES BD.;0003;003;;;1.000,00;250,00;VERDADERO;PCA824PASTA06;72,00;756000;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.310,00;1,00;57.240,00;21/01/2026;PSV;SI;FALSO;00001;02/02/2026;004;006;37;PCA106BAALER1;GL;;1.726.554,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;BARNIZ MARINO ALERCE GL;0002;003;01;;73,00;73,00;FALSO;PCA106BAALER1;4,00;57240;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.310,00;1,00;57.240,00;21/01/2026;PSV;SI;FALSO;00002;02/02/2026;004;006;37;PCA106BANAT01;GL;;1.726.555,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;BARNIZ MARINO NATURAL GL.;;003;01;;288,00;288,00;VERDADERO;PCA106BANAT01;4,00;57240;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00003;02/02/2026;004;006;37;PCA113POLROB1;GL;;1.726.556,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;STAIN POLIDECOR ROBLE GL;0002;003;01;;104,00;104,00;FALSO;PCA113POLROB1;4,00;63960;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00004;02/02/2026;004;006;37;PCA113POLNAT1;GL;;1.726.557,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;STAIN POLIDECOR NATURAL GL;0002;003;01;;185,00;185,00;VERDADERO;PCA113POLNAT1;4,00;63960;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00005;02/02/2026;004;006;37;PCA113POLALE1;GL;;1.726.558,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;STAIN POLIDECOR ALERCE GL;0002;003;01;;218,00;218,00;VERDADERO;PCA113POLALE1;4,00;63960;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.190,00;1,00;25.140,00;21/01/2026;PSV;SI;FALSO;00006;02/02/2026;004;006;37;PCA960COPPBL2;GL;;1.726.559,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;ESMALTE AL AGUA COPPER 960 BLANCO 1/4.;0001;003;;;89,00;356,00;FALSO;PCA960COPPBL2;6,00;25140;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;10.180,00;1,00;40.720,00;21/01/2026;PSV;SI;FALSO;00007;02/02/2026;004;006;37;PCA925CONST01;GL;;1.726.560,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO GL;0001;003;;;178,00;178,00;FALSO;PCA925CONST01;4,00;40720;
537.508,00;NVV;0000427411;8680844-7;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;34.680,00;1,00;104.040,00;21/01/2026;PSV;SI;FALSO;00008;02/02/2026;004;006;37;PCA925COBLA06;GL;;1.726.561,00;;12,00;0,00;0,00;BD;3,00;0,00;0,00;;DESPACHO PRAT 34 VILCUN;HECTOR RICARDO SILVA PEÑA;;PRAT 34;VILCUN;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO 4 GALONES;0001;003;;;512,00;128,00;VERDADERO;PCA925COBLA06;3,00;104040;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;191.880,00;21/01/2026;MCC;SI;FALSO;00001;02/02/2026;004;006;38;PCA108VERDE01;GL;;1.726.223,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;ESMALTE ANTICORROSIVO VERDE GL;0002;003;01;;52,00;52,00;FALSO;PCA108VERDE01;12,00;191880;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.200,00;1,00;56.800,00;21/01/2026;MCC;SI;FALSO;00002;02/02/2026;004;006;38;PCA960ECOPNE1;GL;;1.726.224,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;ESMALTE AL AGUA COPPER C/COBRE 960 NEGRO GL.;0001;003;;;120,00;120,00;FALSO;PCA960ECOPNE1;4,00;56800;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.310,00;1,00;57.240,00;21/01/2026;MCC;SI;FALSO;00003;02/02/2026;004;006;38;PCA106BANAT01;GL;;1.726.225,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;BARNIZ MARINO NATURAL GL.;;003;01;;288,00;288,00;VERDADERO;PCA106BANAT01;4,00;57240;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.190,00;1,00;60.760,00;21/01/2026;MCC;SI;FALSO;00004;02/02/2026;004;006;38;PCA113POLNAT1;GL;;1.726.226,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;STAIN POLIDECOR NATURAL GL;0002;003;01;;185,00;185,00;VERDADERO;PCA113POLNAT1;4,00;60760;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;MCC;SI;FALSO;00005;02/02/2026;004;006;38;PCA108NEGR001;GL;;1.726.227,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;ESMALTE ANTICORROSIVO NEGRO GL;0002;003;01;;661,00;661,00;VERDADERO;PCA108NEGR001;4,00;63960;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;21.750,00;1,00;87.000,00;21/01/2026;MCC;SI;FALSO;00006;02/02/2026;004;006;38;PCA103MADPLU1;GL;;1.726.228,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;VITRIFICANTE DE MADERA VITROPLUS GL;0002;003;01;;178,00;178,00;FALSO;PCA103MADPLU1;4,00;87000;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;14.200,00;1,00;56.800,00;21/01/2026;MCC;SI;FALSO;00007;02/02/2026;004;006;38;PCA960COPPBL1;GL;;1.726.229,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.;0001;003;;;551,00;551,00;VERDADERO;PCA960COPPBL1;4,00;56800;
537.415,00;NVV;0000427404;963550;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;191.880,00;21/01/2026;MCC;SI;FALSO;00008;02/02/2026;004;006;38;PCA108BLAN001;GL;;1.726.230,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;1224362;DESPACHAR A : PEDRO MONTT N1302, CASTRO;ELECTROCOM S.A.;;PEDRO MONTT 1302;CASTRO;FPN;ESMALTE ANTICORROSIVO BLANCO GL;0002;003;01;;189,00;189,00;VERDADERO;PCA108BLAN001;12,00;191880;
537.659,00;NVV;0000427431;96649660-6;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;48.000,00;1,00;144.000,00;22/01/2026;004;SI;FALSO;00001;03/02/2026;004;006;;PCA925SW13616;GL;;1.726.968,00;;12,00;0,00;0,00;BD;3,00;0,00;0,00;8400005;MATERIAL PUESTO EN OBRA PLAZO DE ENTREGA 7 DIAS HABILES - OBRA POSTVENTA SUR 26;CONSTRUCTORA GPR S.A.;;ANDRES BELLO 1877;PROVIDENCIA;FPN;HIDROCOPPER AR. SW-1361 4 GALONES;;003;;;0,00;0,00;FALSO;PCA925SW13616;3,00;144000;
